sanders	the	0.04456217658423636
sanders	to	0.02784350036803281
sanders	and	0.02752293577981652
sanders	of	0.02527898366230247
sanders	i	0.02500773670304253
sanders	that	0.02325696087509201
sanders	a	0.01980472684814732
sanders	in	0.019385527002018326
sanders	is	0.018423833237369448
sanders	we	0.016475786893593518
sanders	have	0.011544023997958251
sanders	you	0.009842565798964083
sanders	not	0.008831554405358854
sanders	what	0.008683601518489795
sanders	this	0.00858496626057709
sanders	people	0.00791917826966633
sanders	are	0.007894519455188154
sanders	for	0.007549296052493684
sanders	it	0.007450660794580979
sanders	on	0.006661578731279336
clinton	the	0.04466695854581191
clinton	to	0.04437297955061111
clinton	and	0.030975936769317838
clinton	i	0.03038797877891625
clinton	that	0.023500470891354815
clinton	of	0.020266701944146093
clinton	we	0.01856582347191293
clinton	a	0.017284914992823763
clinton	in	0.015563038020933406
clinton	have	0.014345125040815834
clinton	it	0.010292414606976332
clinton	is	0.009599464118288749
clinton	for	0.008885515129943965
clinton	you	0.007961581145027187
clinton	what	0.007142639658396408
clinton	on	0.007058645659767609
clinton	be	0.006911656162167213
clinton	are	0.006680672665938019
clinton	with	0.0065546816679948215
clinton	do	0.006155710174508031
chafee	the	0.028945491780796872
chafee	i	0.017608659876757665
chafee	to	0.015780138601912633
chafee	and	0.012488800307191574
chafee	a	0.012123096052222568
chafee	of	0.009563166267439522
chafee	in	0.008100349247563495
chafee	that	0.007734644992594489
chafee	we	0.0073689407376254824
chafee	have	0.006637532227687469
chafee	for	0.00554041946278045
chafee	was	0.00554041946278045
chafee	my	0.005174715207811443
chafee	it	0.005174715207811443
chafee	as	0.00444330669787343
chafee	what	0.004077602442904424
chafee	so	0.004077602442904424
chafee	you	0.003711898187935417
chafee	did	0.003711898187935417
chafee	had	0.003711898187935417
o'malley	the	0.037545146795335875
o'malley	and	0.03123571783910147
o'malley	to	0.030831267264983878
o'malley	of	0.026948541753455017
o'malley	we	0.024117387734631887
o'malley	a	0.02112445348616172
o'malley	in	0.02072000291204413
o'malley	that	0.018697750041456185
o'malley	i	0.016271046596750643
o'malley	our	0.01441057395580973
o'malley	is	0.010042507755339759
o'malley	this	0.00963805718122217
o'malley	on	0.007777584540281255
o'malley	have	0.007615804310634219
o'malley	you	0.006887793277222557
o'malley	for	0.006159782243810895
o'malley	it	0.006159782243810895
o'malley	as	0.006078892128987377
o'malley	but	0.005836221784516823
o'malley	people	0.005674441554869787
webb	the	0.037560421202535985
webb	and	0.020854728943296503
webb	of	0.019759273713182438
webb	in	0.019485409905653922
webb	i	0.018663818483068372
webb	a	0.017020635637897272
webb	to	0.01592518040778321
webb	that	0.0123649509099125
webb	we	0.00825699379698476
webb	this	0.007709266181927727
webb	have	0.006339947144285147
webb	is	0.005792219529228115
webb	you	0.0055183557216995985
webb	for	0.0055183557216995985
webb	who	0.004970628106642567
webb	our	0.004970628106642567
webb	are	0.004970628106642567
webb	it	0.00469676429911405
webb	as	0.004422900491585534
webb	with	0.004422900491585534
bush	the	0.046970106293920864
bush	to	0.033429054561099826
bush	and	0.025557901337095474
bush	that	0.024557331012010176
bush	a	0.02268959973851762
bush	of	0.0209552778417031
bush	we	0.019287660633227604
bush	in	0.01588572152793759
bush	is	0.015218674644547391
bush	i	0.014218104319462093
bush	this	0.011416507409223257
bush	it	0.011283098032545217
bush	have	0.0095487761357307
bush	you	0.008147977680611282
bush	be	0.007280816732204023
bush	for	0.007214112043865003
bush	not	0.007147407355525983
bush	need	0.006413655783796764
bush	do	0.0059467229654236245
bush	on	0.0059467229654236245
cruz	the	0.047989779454544364
cruz	and	0.03407448282480521
cruz	to	0.02975594249143789
cruz	of	0.019599375411111043
cruz	a	0.01775999712097311
cruz	that	0.01756006469813203
cruz	you	0.016040578284539826
cruz	is	0.01568069992342588
cruz	i	0.014161213509833674
cruz	in	0.013841321633287947
cruz	we	0.011282186620922128
cruz	on	0.01056242989869424
cruz	it	0.00900295700053382
cruz	this	0.007363511133236966
cruz	for	0.007283538164100534
cruz	with	0.006283876049895136
cruz	are	0.006203903080758704
cruz	he	0.006203903080758704
cruz	will	0.006123930111622272
cruz	not	0.005764051750508328
trump	the	0.0331751418540402
trump	i	0.03221367417362605
trump	and	0.02818752826189178
trump	to	0.02782697788173647
trump	a	0.022508859774445694
trump	of	0.01902353943294439
trump	we	0.017911842427465526
trump	that	0.0172508333971808
trump	you	0.016980420612064315
trump	have	0.01637950331180547
trump	it	0.01436643035593834
trump	in	0.01142193558467
trump	is	0.00997973406404877
trump	they	0.009649229548906405
trump	people	0.008687761868492254
trump	going	0.00835725735334989
trump	but	0.007335697942909853
trump	with	0.00730565207789691
trump	not	0.006915055832728661
trump	very	0.006674688912625123
christie	the	0.04432154319960722
christie	and	0.032067486579373417
christie	to	0.030200974643841114
christie	that	0.018271528795004238
christie	in	0.016080406088075018
christie	a	0.015268879159582712
christie	of	0.015187726466733482
christie	is	0.014944268388185791
christie	we	0.014457352231090407
christie	i	0.013240061838351951
christie	you	0.012834298374105798
christie	this	0.011860466059915033
christie	it	0.010399717588628885
christie	for	0.007315915260358127
christie	what	0.007315915260358127
christie	about	0.0070724571818104355
christie	have	0.006666693717564283
christie	not	0.006504388331865822
christie	on	0.00609862486761967
christie	do	0.005774014096222748
rubio	the	0.045848881625013355
rubio	to	0.03323505626206918
rubio	and	0.028487917684617066
rubio	that	0.02214709687044889
rubio	of	0.020926404093389778
rubio	a	0.02079077156260543
rubio	in	0.018824099866232416
rubio	is	0.018451110406575464
rubio	we	0.01316144170598597
rubio	it	0.012347646521279895
